JobTitle,URL,Company,Location,Description,Date,Salary,DateScraped
Sr. DevOps,https://indeed.com/rc/clk?jk=e625f41511a00b15&fccid=6420a34b522a3a4f&vjs=3,Unified,New York NY ,"Support engineering team with day to day infrastructure requests.
5 years working in a production Linux environment.",24 days ago,Unknown,2021-06-18 01:10:51.054994
AVP - Machine Learning Engineer,https://indeed.com/rc/clk?jk=72fa6883de3a2813&fccid=1392500f835bba92&vjs=3,BNP Paribas,New York NY,The software development engineer will working alongside developers and ML engineers to design innovative solutions and improve end-to-end software involving ML…,30+ days ago,Unknown,2021-06-18 01:10:51.054994
Lead Web Developer,https://indeed.com/rc/clk?jk=142924b1f6d7b3cc&fccid=7a1d2208bffeee71&vjs=3,DeSales Media Group,Brooklyn NY,"You have a repertoire of programming languages (beyond LAMP!) that can meet virtually any need in the digital world.
Familiar with version control and Git.",Active 15 days ago,Unknown,2021-06-18 01:10:51.055994
Principal Engineer,https://indeed.com/rc/clk?jk=e2c4b0bd810c48bb&fccid=02bd2bdda97deebf&vjs=3,Hearst Media Services,New York NY,"You have 5+ years of software engineering experience.
Participate in key software design, working directly with other engineers, the product team, devops, and…",30+ days ago,Unknown,2021-06-18 01:10:51.056989
Sr. Software Engineer - Backend,https://indeed.com/rc/clk?jk=c69e068fd51c3f08&fccid=8b7df3dbf2f8d602&vjs=3,605,New York NY,"At least 3 - 5 years of experience working as a software engineer.
Experienced in operationalizing and maintaining software.
Experience in NodeJS and Express.",30+ days ago,Unknown,2021-06-18 01:10:51.057987
Machine Learning Engineer,https://indeed.com/rc/clk?jk=ebcd5b61d212f71b&fccid=6a11e759331766de&vjs=3,Verneek,New York NY,"3+ years hands-on experience developing architectures with machine learning frameworks such as Tensorflow/PyTorch.
3+ years of experience with Python.",30+ days ago,Unknown,2021-06-18 01:10:51.058984
PHP full stack developer,https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CUArUaiwnAwxj9hE7AQij3Xddk385Mf22YD9tQ6Wlg4UK1sAf6IRdOyGkwLBVzhwVb14dUEjPaUswnz7Nfg_L-647nECgTowKRMQ_o2zeXRHcbEI3mzzFErfvcwIAD_Gd1MEDVDHfZwuth5DEdCjJ95FQh-oIb7jClo1c7KAZF6ZSygLS2ME2HCfhWjYReajNHjZ-XS3-Vrz-CYtjzw39a2DzigaCwU8GZ5sy-0wJO2tLNHiH9pyRDQW8bfXpcz90egyT6iMaRNcWp65BSIQVa5Th4XGxPPRGW-cuV4ZoC-kVwhylefsLCCDNPNEyDilxUBEDHn98tm-5PL7rbnxVJkGIb6hFzf19X4bhyrVwVHGHg9VQ2P8iC_fFFCT9BlYceK6f6WJvbeL6jxX2E1vBMfPJhAJi4jzl72B91zizu09tDcPPegD1nj6T31Z89hfA5UX9BlVp8uIC6xUiy5G2FKnaFqeeBT8-9HUZLnvpaKar9UIILNN2lIowna3zmVI2VmnEkKml09pRr_k73fpnkLb-aYTEsonMWTmf--Bw0tnQtg_w_5uSaHh4VAcrc2IkH0XyTHQ_Q5OcbwAm_wtfIh6k7-h-ueES0WjJ7MQAw1Kp9fOvs3DUWwfBI6aX_M5bZgJenAnWzoN9YyPmobm5D2JCfcRw6kliygpYVwGyl8AAbwf3dv8cKsBJyTLkCNUDaQpO_n8L8IzwwJoP_8u_e_mGWWCW0-jBHf2vfFPljjqGbyg4ZSqxsi7ZQmNzIL7ccrXS1cXIIIgEZtb3dDhINuTIJf1UAhcy3QTaEtkfD0yReZi83zrNrqueQCxE-VIbjjP7QtbLMPSO6pD7TuIpRWGL0DYFUyeezfd-3KyppvtfcDeEleLBm0QDezt1I3VFy2ZxxqqtCnjVByW8NlAjJR4BJGzMJAxEm2vPqIUbOQ9uwmNgc6NgsPLa84lpWClAT-g_RNlrvJIW2G2zCGiggvaTV_is3e9c=&p=11&fvj=0&vjs=3,enkompas Technology Solutions,Whippany NJ,"Participate and contribute in the full project life cycle, including:
2-5 years PHP Full Stack experience with jQuery, JavaScriptis required.",20 days ago,Unknown,2021-06-18 01:10:51.059984
Information Technology 4 Developer IV,https://indeed.com/rc/clk?jk=e546fa58a3b2d513&fccid=1230acb7e56c6df5&vjs=3,Gannett,New York NY,"Work closely with project managers, product owners, development managers, developers, and other QE teammates.
A team member in this role will be expected to hit…",30+ days ago,Unknown,2021-06-18 01:10:51.059984
Site Reliability Engineer,https://indeed.com/rc/clk?jk=ed2206735ee79d61&fccid=9914773e4fc57fa1&vjs=3,"Sectigo, Inc.",Roseland NJ ,"Working knowledge of source control tools (SVN and Git preferred).
Experience with non-cloud infrastructure.
3+ years of software and/or operational experience…",30+ days ago,Unknown,2021-06-18 01:10:51.060979
Senior Automation Engineer,https://indeed.com/rc/clk?jk=553298083c847c26&fccid=daf36776d24bc580&vjs=3,Zeel,New York NY ,"Must have a solid understanding or experience of software engineering best practices.
Has experience with Agile (Scrum, Kanban, etc.) software development.",13 days ago,Unknown,2021-06-18 01:10:51.061978
VP-Java Software Engineer,https://indeed.com/rc/clk?jk=0c839d13712c9375&fccid=aaf3b433897ea465&vjs=3,"JPMorgan Chase Bank, N.A.",Jersey City NJ,"Experience in server side programming (Java 8 preferred, Java with C/C#/python is favorable).
Understanding of software skills such as business analysis,…",21 days ago,Unknown,2021-06-18 01:10:52.440202
Senior Quantitative Developer,https://indeed.com/rc/clk?jk=09ff856d4748e814&fccid=8887e5b75bc5ade9&vjs=3,MarketAxess,New York NY ,"Support Research innovation through the creative and aggressive experimentation of cutting-edge hardware, software, processes, procedures, and methods.",20 days ago,Unknown,2021-06-18 01:10:52.441185
Senior Android Engineer - Frontend Platform,https://indeed.com/rc/clk?jk=fd62306c160e85d2&fccid=12e41f7040f168e8&vjs=3,"Grubhub Holdings, Inc.",New York NY ,"A passion for automated testing, with real-world experience building software with high test coverage using dependency injection.",30+ days ago,Unknown,2021-06-18 01:10:52.442182
Engineering Manager - Audiences,https://indeed.com/rc/clk?jk=94d707e5475399a1&fccid=1fadbcea263f6714&vjs=3,Bluecore,New York NY ,"Excellent mentoring and review skills to help engineers make technical and career progress.
Experience building similar industry solutions preferred: especially…",30+ days ago,Unknown,2021-06-18 01:10:52.443190
Cloud Engineer,https://indeed.com/rc/clk?jk=3679cddd128d2734&fccid=4144c0c6235e4037&vjs=3,Prudential,Newark NJ ,"Familiar with ETL and big data tool-chains such as those provided by Hadoop/EMR, Glue, Spark, Impala, or similar.",30+ days ago,Unknown,2021-06-18 01:10:52.444183
Microsoft Azure Cloud Engineer,https://indeed.com/rc/clk?jk=3e7491a3afb08784&fccid=4144c0c6235e4037&vjs=3,Prudential,Newark NJ ,"Familiar with ETL and big data tool-chains such as those provided by Azure Databricks/HDInsight, Azure Data Factory, or similar.",8 days ago,Unknown,2021-06-18 01:10:52.444183
Full Stack Developer,https://indeed.com/rc/clk?jk=556800e475f61c08&fccid=1162628c10f33600&vjs=3,Forum Brands,New York NY,"Experience deploying software solutions using cloud platforms such as AWS.
Manage the complete software development process from conception to deployment.",30+ days ago,Unknown,2021-06-18 01:10:52.445173
"Senior Full Stack developer (Java/ROR) - Opportunity for Working Remotely Newark, NJ",https://indeed.com/rc/clk?jk=77ddc96510a0ef07&fccid=c762a27145bd166e&vjs=3,VMware Engineering,Newark NJ,"Strong software design and architectural skills in object-oriented and functional programming styles.
Experience with administration and software development on…",30+ days ago,Unknown,2021-06-18 01:10:52.446171
IoT & Digital Technology Release Manager,https://indeed.com/rc/clk?jk=d80594e41ee3b885&fccid=6ff64ca2c1146e61&vjs=3,Helen of Troy,New York NY,"Plan the release of project deliverables and release life cycle.
Deploying, automating, maintaining, and leading AWS cloud-based systems, to ensure the…",14 days ago,Unknown,2021-06-18 01:10:52.447167
Python Developer,https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BKkHZu3wF05EeDimN_p6sYpKCMArvwa95YdH7UpkaBCobj99dZAfyuiCa1FgOPspQF6qIk6HkP8BcuIaznQuv9OGyuZVMMT4N0RZHuYWHFBLXq1pgk17OghW4PwOlZfXtdl8IIOMFCuThDtYnVST9O5VomkEjUSgSLDOKtVfg0U8FBqDj78OXsnz_fjLZXJ20dl4C2PJp_z7ozUV-xKRUhOCr9502k91sNpr4Qf-IuvUPHFmFFP9_hjp9sUSS8t5bxCwABmDqHOiaOu7RFtm0b9LRYIvuzwjLaKN05kJRd1XgFxZdIlPkKGO0wTidYCHt5OOGG5yS_iplYw1wdoWRlyi--xGlOcfEC8KMN3alj2YMKrXiMzMNPRmNt723CSmpFn57CMipkZRcpg31k9gAaCz8apamLWhOhKjlMjvhQP8rfjDM_hT7hUS81monFNs3-aP0a_ZFGTy7ffMYPFxztAjXDke1q87_4oT3JJK4qgA==&p=11&fvj=1&vjs=3,Insight Global,New Hyde Park NY,"Strong understanding of version control systems GITHUB and Jenkins.
They will work as part of the Agile team to analyze, design, develop, test, document, and…",10 days ago,"$95,000 - $120,000 a year",2021-06-18 01:10:52.448164
Sr. Full Stack Software Engineer,https://indeed.com/rc/clk?jk=0cf948220cc9990b&fccid=4144c0c6235e4037&vjs=3,Prudential,Newark NJ ,"Track record of contributions to open source software projects.
Hands on coding in technologies such as Java, Spring Boot, Node.js, Python, Flask, Javascript,…",30+ days ago,Unknown,2021-06-18 01:10:52.448164
"Lead Data Engineer, Game Data Pipeline",https://indeed.com/rc/clk?jk=e375fcf839fd66ca&fccid=5549c6b9723b4956&vjs=3,Rockstar Games,New York NY ,"This is a full-time permanent position based out of Rockstar's unique game development studio in Carlsbad, CA or our NYC studio in the heart of Manhattan.",30+ days ago,Unknown,2021-06-18 01:10:52.449174
Automation Engineer | Reference Data Services,https://indeed.com/company/Liquidnet/jobs/Automation-Engineer-Reference-Data-Service-b3fbb0ba460a177b?fccid=e26eb001a7dc8340&vjs=3,Liquidnet,New York NY,"5+ years of software quality assurance experience within sell-side Equity electronic trading.
Solid ability to thrive in a fast-paced, dynamic environment,…",30+ days ago,Unknown,2021-06-18 01:10:52.450168
Senior Site Reliability Engineer,https://indeed.com/rc/clk?jk=11ccb1bfc33b7658&fccid=0f29339821e70a2c&vjs=3,Maven Clinic,New York NY,"Choice of great medical, dental, and vision insurance plan options, including a plan for which the premium for Mavens is 100% covered by Maven.",30+ days ago,Unknown,2021-06-18 01:10:53.556077
DevOps Engineer - Remote,https://indeed.com/rc/clk?jk=9ee1372371fa8ba0&fccid=beed1e8c185c6c2f&vjs=3,Realogy Holdings Corp,Madison NJ ,"AWS skills – a big part of the plan for the next six months is to move more of our services into AWS.
You’re a highly motivated DevOps Engineer who will help…",30+ days ago,Unknown,2021-06-18 01:10:53.557061
Big Data Python Application Developer,https://indeed.com/rc/clk?jk=74bf2812c83bd2df&fccid=cba01270e96bb012&vjs=3,Tiger Analytics,New York NY,"An Engineer with 5+ years of experience and will ensure data quality, creation of new data pipelines, optimization and management of existing data pipelines,…",30+ days ago,Unknown,2021-06-18 01:10:53.558057
"Senior Developer, API Services",https://indeed.com/rc/clk?jk=53637e43f3d545f2&fccid=1230acb7e56c6df5&vjs=3,Gannett,New York NY,"At least 5 years' experience creating and maintaining software platforms and deployments.
Develop primarily in Golang (experience with Ruby, NodeJS, Python or…",30+ days ago,Unknown,2021-06-18 01:10:53.559055
Site Reliability Engineer,https://indeed.com/rc/clk?jk=225b8cb67dc39427&fccid=712e6782fca8a8e3&vjs=3,"Genesis Global Trading, Inc.",New York NY,"Genesis facilitates billions in trades, loans and transactions on a monthly basis, including over $45 billion in 2020.",13 days ago,Unknown,2021-06-18 01:10:53.560054
"Director, Cloud Engineer",https://indeed.com/rc/clk?jk=19eb166c4d1b125c&fccid=4144c0c6235e4037&vjs=3,Prudential,Newark NJ ,Experience using Git for source control management; strong understanding of various branching and merging strategies used in distributed software development…,30+ days ago,Unknown,2021-06-18 01:10:53.561051
,https://indeed.com/rc/clk?jk=d59aba84954bbaab&fccid=9bc477da0d01ed51&vjs=3,Intrado,New York NY,"Minimum 10-14 years’ experience with software engineering / software architecture is required.
Degree in computer science or comparable qualification and…",Today,Unknown,2021-06-18 01:10:53.562049
,https://indeed.com/rc/clk?jk=8fd0fda5978af4ee&fccid=7f7c8d4715e1afff&vjs=3,ActionIQ,New York NY,"Design and implement a plan to create a high-quality, scalable machine learning platform using either custom, self-hosted or managed services.",7 days ago,Unknown,2021-06-18 01:10:53.563045
Senior Back-End Engineer (Python/Django),https://indeed.com/rc/clk?jk=d8bee782992a4fa2&fccid=cfc64abd74389676&vjs=3,Canary Technologies,New York NY,"Experience using Docker and cloud technologies such as Amazon Web Services (AWS).
Provide creative ideas to improve our product and technology.",30+ days ago,Unknown,2021-06-18 01:10:53.563045
Lead Infrastructure Developer - VP,https://indeed.com/rc/clk?jk=7e6f979bf3191e4e&fccid=aaf3b433897ea465&vjs=3,"JPMorgan Chase Bank, N.A.",Jersey City NJ,"Advanced experience working with two or more from the following: database, cloud, unix/linux environments, containers, kubernetes, large scale software…",30+ days ago,Unknown,2021-06-18 01:10:53.564049
